Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic finish (product.metafields.shopify.cosmetic-finish),Cosmetic function (product.metafields.shopify.cosmetic-function),Dispenser type (product.metafields.shopify.dispenser-type),Eye shadow effect (product.metafields.shopify.eye-shadow-effect),Eyebrow enhancer color (product.metafields.shopify.eyebrow-enhancer-color),Face powder color (product.metafields.shopify.face-powder-color),Face powder type (product.metafields.shopify.face-powder-type),Flavor (product.metafields.shopify.flavor),Fragrance level (product.metafields.shopify.fragrance-level),Hair care finish (product.metafields.shopify.hair-care-finish),Heat settings (product.metafields.shopify.heat-settings),Lip gloss effect (product.metafields.shopify.lip-gloss-effect),Lip liner design (product.metafields.shopify.lip-liner-design),Lipstick effect (product.metafields.shopify.lipstick-effect),Makeup shade (product.metafields.shopify.makeup-color-shade),Makeup features (product.metafields.shopify.makeup-features),Mascara effect (product.metafields.shopify.mascara-effect),Moisturizer type (product.metafields.shopify.moisturizer-type),Occasion (product.metafields.shopify.occasion),Package type (product.metafields.shopify.package-type),Plate type (product.metafields.shopify.plate-type),Product benefits (product.metafields.shopify.product-benefits),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Scent (product.metafields.shopify.scent),Season (product.metafields.shopify.season),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin tone (product.metafields.shopify.skin-tone),Skin undertone (product.metafields.shopify.skin-undertone),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Texture (product.metafields.shopify.texture),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
kylie-matte-lip-crayon-realizing-things-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_91.png?v=1758748913,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kylie-matte-lip-crayon-realizing-things,Matte Lip Crayon - Realizing Things,"<p>Get ready to pucker up! This velvety-smooth crayon glides on with a burst of bold, smudge-proof color in just one swipe. The retractable design gives you the precision of a lip liner and the rich payoff of a lipstick—perfect for creating kiss-worthy looks without the fuss. Say hello to comfy, flawless matte lips all day long!</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lipsticks,Makeup,"",true,Title,Default Title,,,,,,,,,3.25,shopify,deny,manual,17.99,19.00,true,true,,,,,'3616304237157,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/realizingthings.png?v=1758747540,1,"",false,,,,,348-realizing-things,,matte,,,,,,,,,,,,,coloring; smoothing,,long-lasting; easy-to-apply; durable; high-pigmentation,,,,,,,,,,,,,,,,,,velvety; smooth,,g,,7.00,active
kylie-matte-lip-crayon-realizing-things,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_92.png?v=1758748889,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kylie-matte-lip-crayon-realizing-things,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_91.png?v=1758748913,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
posie-k-velvet-matte-lip-kit-2-piece-copy,Matte Velvet Lip Kit,"<p>This best-selling matte lip kit delivers a complete lip routine with a liquid lipstick and matching lip liner, both formulated for long-lasting wear. These highly pigmented products offer full coverage and an 8+ hour smudge-resistant finish, ensuring your matte look stays flawless throughout the day. </p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lipsticks,Makeup,"",true,Color,305-harmony-velvet,product.metafields.shopify.color-pattern,,,,,,,,1.1,shopify,deny,manual,0.00,26.50,true,true,,,,,'4064941008613,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Harmony.png?v=1758746945,1,"",false,,,,,305-harmony-velvet,,matte,,,,,,,,,,,,,smoothing; coloring,,easy-to-apply; buildable-coverage; high-pigmentation; long-lasting,,,,,,,,,,,,,,,,,,smooth; creamy,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Harmony.png?v=1758746945,g,,15.00,active
posie-k-velvet-matte-lip-kit-2-piece-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Harmony2_94a95aa0-79bf-4163-8e01-ced13b8c3833.png?v=1758746998,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charlotte-tilbury-beauty-highlighter-wand,Beauty Highlighter Wand,"<p>Glow up instantly with the Beauty Highlighter Wand! This silky gel adds a shiny pop of color as a highlighter or blush. It blurs imperfections and boosts your skin’s natural glow while feeling soft and smooth. Easy to use—just dot, blend, and shine bright, all with a cruelty-free, gentle formula.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Highlighters & Luminizers,Makeup,"",true,Makeup shade,goldgasm,product.metafields.shopify.makeup-color-shade,,,,,,,,11.33980925,shopify,deny,manual,37.99,42.00,true,true,,,,,'5060542723596,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_86.png?v=1758744295,1,"",false,,,,,,,radiant; glossy; luminous; smooth; shimmer,,tube,,,,,,,,,,,,goldgasm,buildable-coverage; moisturizing; high-pigmentation; easy-to-apply; non-irritating,,,,,,,paraben-free; cruelty-free,gel,,,,,,,,all-skin-types,,,,oz,,9.00,active
charlotte-tilbury-beauty-highlighter-wand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_88.png?v=1758744300,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laneige-lip-sleeping-mask-intense-hydration-with-vitamin-c,Lip Sleeping Mask,"<p>Wake up to soft, smooth lips with the Lip Sleeping Mask! Packed with berry antioxidants and rich butters, it deeply hydrates and nourishes overnight. Vitamin C protects while you rest, leaving your lips plump and ready to smile. Paraben- and phthalate-free for a fun, effective lip treat!</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lip Balms & Treatments > Lip Balms,Makeup,"",true,Title,Default Title,,,,,,,,,20.0,shopify,deny,manual,19.99,24.00,true,true,,,,,'8809803532549,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_85_e40ac2b3-a909-4a39-b60e-eb83a87c3b1a.png?v=1758742110,1,"",false,,,,,clear,shea-butter; coconut-oil,soft-focus; smooth,,,,,,,berry-fruits-rouges,,,,,,,,,,,,jar,,,paraben-free; phthalate-free,cream,,,,,,,,dry; all-skin-types,unisex,,,g,,10.00,active
summer-fridays-lip-butter-balm-treatment-for-hydration-nourishing-shine,Lip Butter Balm Treatment,"<p>Get ready to pucker up with this lip butter balm! This vegan, cruelty-free treat combines shea and murumuru seed butters to soothe dryness and nourish your lips all day long. Lightweight vegan waxes add a brilliant shine without any greasy feel—perfect for a quick hydration boost or a luscious overnight mask. Say goodbye to dull, cracked lips and hello to a smooth, kissable pout that’s always selfie-ready! Plus, it’s gluten-free and housed in recyclable packaging because caring for your lips and the planet go hand in hand.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lip Balms & Treatments > Lip Balms,Makeup,"",true,Flavor,sweet-mint,product.metafields.shopify.flavor,,,,,,,,14.1747615625,shopify,deny,manual,0.00,,true,true,,,,,'850042798126,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_84.png?v=1758599893,1,"",false,,,,,clear,,,,,,,,,sweet-mint,,,,,,soothing; smoothing; softening; hydrating; nourishing; moisturizing,,,,,,,,,,,,,,,,,,,,,,oz,,,active
estee-lauder-pure-color-lipstick,Pure Color Lipstick,"<p>Pure Color Lipstick offers rich, lasting color that suits every skin tone. Its smooth, creamy satin finish provides full coverage while keeping lips hydrated and plump. With up to 10 hours of wear and resistance to bleeding or creasing, it ensures a polished, confident look all day.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lipsticks,Makeup,"",true,Title,Default Title,,,,,,,,,3.5,shopify,deny,manual,32.00,42.00,true,true,,,,,'887167614994,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_81.png?v=1758598920,1,"",false,,,,,creme-220-powerful,,satin; smooth,,,,,,,,,,,,,moisturizing; plumping; nourishing; hydrating; coloring,,moisturizing; nourishing; hydrating; long-lasting; high-pigmentation,,,,,,,,,,,,,,,,,,creamy; smooth,,g,,,active
anastasia-beverly-hills-lip-gloss-copy,Satin Lipstick,"<p>Experience the elegance of this satin lipstick, offering vibrant color and a luxuriously smooth texture with every effortless application. Available in an array of exquisite shades and two refined finishes—matte and satin—each glide on seamlessly. Ideal for any occasion, from relaxed daytime moments to glamorous evening events, this lipstick enhances your style while ensuring lasting comfort and sophistication.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lipsticks,Makeup,"",true,Color,rose-dream,product.metafields.shopify.color-pattern,,,,,,,,2.0,shopify,deny,manual,19.00,15.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_80.png?v=1758598596,1,"",false,,,,,rose-dream,,radiant; shimmer; luminous; satin; smooth; matte,,,,,,,,,,,hydrating; coloring; glowing; smoothing,,smoothing; coloring,,hydrating; high-pigmentation; easy-to-apply; moisturizing; nourishing; long-lasting,,,,,,,,,,,,,,,,,,silky; lightweight; smooth,,g,,,active
anastasia-beverly-hills-lip-gloss-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_78.png?v=1758598596,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anastasia-beverly-hills-lip-gloss,Lip Gloss,"<p>Lux lip Gloss offers a smooth, creamy formula that provides rich, high-coverage color with a luminous, glass-like finish. Perfect for wearing alone or layering over lipstick, it delivers intense color and brilliant shine. This highly pigmented, ultra-smooth gloss enhances your lips with a sophisticated touch of radiance and depth.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip Gloss,Makeup,"",true,Color,pluot,product.metafields.shopify.color-pattern,,,,,,,,2.0,shopify,deny,manual,23.00,15.99,true,true,,,,,'689304291996,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_75.png?v=1758597219,1,"",false,,,,,pluot,,radiant; shimmer; luminous,,,,,,,,,,,hydrating; coloring; glowing; smoothing,,,,hydrating; high-pigmentation; easy-to-apply; moisturizing,,,,,,,,,,,,,,,,,,,,g,,,active
bite-beauty-power-move-hydrating-soft-matte-lipstick,Beauty Power Move Soft Matte Lipstick,"<p>Bite Beauty Power Move Soft Matte Lipstick delivers rich, hydrating color with a smooth, matte finish. Infused with cocoa butter, it keeps lips nourished and comfortable while resisting fading and feathering. Lightweight and clean, this vegan lipstick offers long-lasting wear in elegant shades, perfect for a polished, moisturized look.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lipsticks,Makeup,"",true,Color,pluot,product.metafields.shopify.color-pattern,,,,,,,,3.9689332375,shopify,deny,manual,20.00,25.00,true,true,,,,,'883328025586,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_74.png?v=1758596702,1,"",false,,,,,pluot,,velvet-matte; matte,,,,,,,,,,,,,nourishing; hydrating; softening; moisturizing,,hydrating; easy-to-apply; moisturizing; long-lasting,,,,,,,vegan; gluten-free; cruelty-free,,,,,,,,,,,smooth; soft; velvety,,oz,,,active
bite-beauty-power-move-hydrating-soft-matte-lipstick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_71.png?v=1758596702,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morphe-2-ready-for-anything-eyeshadow-palette,Ready for Anything Wallflower Eyeshadow Palette,"<p>Get ready to play with this eyeshadow palette featuring 12 buttery shades that blend effortlessly.  The palette offers a mix of mattes, shimmers, and metallics perfect for any look. From the matte cream of Out of My Shell to the shimmering copper of Sun’s Out, each shade pops alone or combines for endless creativity. Dermatologist-tested, clean, vegan, and cruelty-free, it’s your all-in-one beauty buddy for quick glam or standout eyes anytime you want to shine.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Eye Shadows,Makeup,"",true,Title,Default Title,,,,,,,,,12.75728540625,shopify,deny,manual,24.99,28.00,true,true,,,,,'192608251004,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_62.png?v=1758591799,1,"",false,,,,,,,metallic; shimmer; matte,,,metallic; smoothing,,,,,,,,,,,,non-irritating; buildable-coverage; easy-to-apply; easy-to-remove; high-pigmentation; nourishing,,,,,,,dermatologist-tested; cruelty-free; vegan,pressed-powder,,,,,,,,,,,,oz,,15.00,active
morphe-2-ready-for-anything-eyeshadow-palette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_65.png?v=1758592190,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morphe-2-ready-for-anything-eyeshadow-palette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_64.png?v=1758592191,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guerlain-kiss-kiss-liquid-lipstick,Kiss Kiss Liquid Lipstick,"<p>Experience the sophisticated allure of Guerlain Kiss Kiss Liquid Lipstick, delivering a matte finish that elegantly cloaks your lips in a comfortable, long-lasting formula. Designed to express daring femininity, it leaves your lips irresistibly seductive and perfectly kissable throughout the day.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lipsticks,Makeup,"",true,Color,l-322-seductive-red,product.metafields.shopify.color-pattern,,,,,,,,5.38640939375,shopify,deny,manual,22.00,,true,true,,,,,'3346470429468,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_70.png?v=1758595130,1,"",false,,,,,l-322-seductive-red,,matte,,,,,,,,,,,,,smoothing; coloring,,long-lasting; easy-to-apply,,,,,,,,,,,,,,,,,,smooth,,oz,,,active
fenty-glow-gloss-bomb-universal-lip-luminizer-copy-1,Gloss Bomb Heat Universal Lip Luminizer + Plumper,"<p> </p>
<p>Fenty Lemon Lava Gloss Bomb adds a splash of color and a gentle plump to your lips. Enriched with shea butter and vitamin E, it keeps your lips smooth and glossy. Free from nasties, this playful gloss brightens your smile all day long with a hint of lovely gold shimmer.</p>
<p> </p>
<p><br></p>
<p> </p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip Gloss,Makeup,"",true,Color,lemon-lava-05,product.metafields.shopify.color-pattern,,,,,,,,8.5048569375,shopify,deny,manual,26.00,22.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_54.png?v=1758508354,1,"",false,,,,,lemon-lava-05,,shimmer; glossy; luminous,,,,,,,,,,,glowing; coloring; hydrating; softening; plumping; smoothing,,coloring; hydrating,,easy-to-apply; long-lasting; hydrating; high-pigmentation; nourishing; moisturizing,,,,,,,cruelty-free; no-artificial-fragrance; no-artificial-colors; free-from-formaldehyde; vegan,,,,,,,,,,,smooth; lightweight,,oz,,10.00,active
benefit-lovetint-liquid-lip-cheek-stain,Liquid Lip & Cheek Stain,"<p>You will absolutely love this liquid lip &amp; cheek stain.  It gives you a bold, waterproof flush that won’t budge. Build it up for vivid color or dab lightly for a natural glow. Non-drying and easy to blend, it’s your go-to for a daring, long-lasting look that stays kiss-proof all day.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip & Cheek Stains,Makeup,"",true,Color,fiery-red,product.metafields.shopify.color-pattern,,,,,,,,5.669904625,shopify,deny,manual,24.99,28.00,true,true,,,,,'602004111807,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_52.png?v=1758507647,1,"",false,,,,,fiery-red,,natural; smooth; sheer,,,,,,,,,,,,,,,durable; buildable-coverage; easy-to-apply; long-lasting,,,,,,,,,,,,,,,,,,,,oz,,,active
lip-idole-juicytreat-oil-in-gloss,Juicy Treat Oil-in-Gloss,"<p>Juicy Treat Oil-in-Gloss provides intense shine and hydration with 20% squalane, keeping lips smooth and moisturized all day. Its large applicator ensures easy coverage and noticeable lip softness in two weeks.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip Gloss,Makeup,Lip Gloss,true,Color,40-all-the-tea,product.metafields.shopify.color-pattern,,,,,,,,7.937866475,shopify,continue,manual,27.99,32.00,true,true,,,,,'3614274382716,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/SERUM_TEINTE_58.png?v=1760105477,1,"",false,,,,,40-all-the-tea,,glossy; shine-free; radiant,,,,,,,,,,,hydrating; softening; smoothing; moisturizing; plumping,,,,hydrating; easy-to-apply; long-lasting,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/SERUM_TEINTE_58.png?v=1760105477,oz,,,active
fenty-glow-gloss-bomb-universal-lip-luminizer-copy,Gloss Bomb Universal Lip Luminizer,"<p>Fenty Beauty Gloss Bomb Universal Lip Luminizer offers lightweight, dazzling shine that enhances any look effortlessly. Its glossy finish adds a sophisticated glow, keeping your lips radiant and captivating throughout the day.</p>
<p><br></p>
<p> </p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip Gloss,Makeup,"",true,Color,cheeky,product.metafields.shopify.color-pattern,,,,,,,,8.5048569375,shopify,deny,manual,22.00,22.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_49.png?v=1758506592,1,"",false,,,,,cheeky,,shimmer; glossy; luminous,,,,,,,,,,,glowing; coloring; hydrating,,coloring; hydrating,,easy-to-apply; long-lasting; hydrating; high-pigmentation,,,,,,,cruelty-free,,,,,,,,,,,smooth; lightweight,,oz,,10.00,active
magic-star-liquid-concealer,Liquid Concealer,"<p>Liquid Concealer – your secret weapon for flawless skin! This creamy, high-coverage formula evens out your skin tone while its self-setting magic keeps you looking fresh and fabulous all day long. Say goodbye to touch-ups and hello to confidence that lasts for hours!</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,Makeup,"",true,Makeup shade,c-12-5,product.metafields.shopify.makeup-color-shade,,,,,,,,3.260195159375,shopify,deny,manual,22.00,22.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_46.png?v=1758504515,1,"",false,,,,,,,natural; luminous; radiant,,tube,,,,,,,,,,,,c-12-5,conditioning; high-pigmentation; easy-to-apply; long-lasting,,,,,,,,cream; liquid,,,brightening; protection; smoothing,,tanned-skin; medium-skin,,,all-skin-types,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_47.png?v=1758504848,oz,,8.00,active
magic-star-liquid-concealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_47.png?v=1758504848,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skkn-by-kim-oil-drops-vita-c-glow,Oil Drops Vita-C Glow,"<p>Oil Drops Vita-C Glow features a potent, stable form of vitamin C designed to enhance your complexion by visibly brightening skin and diminishing dark spots. This refined formula delivers a radiant, even-toned glow while supporting healthier-looking skin. Ideal for those seeking a sophisticated solution to reveal a luminous, revitalized appearance.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Serums,Fragrance,"",false,Title,Default Title,,,,,,,,,28.349523125,shopify,deny,manual,35.00,95.00,true,true,,,,,'4064941004899,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_45.png?v=1758503771,1,"",false,,,vitamin-c,,,,,,,,,,,,,,,,,,,,,,,,,,,oil; liquid,,,brightening; illuminating; anti-dark-spot; revitalizing,,,,,all-skin-types,,,,oz,,,draft
posie-k-velvet-matte-lip-kit-2-piece,Matte Lip Kit,"<p>This best-selling matte lip kit delivers a complete lip routine with a liquid lipstick and matching lip liner, both formulated for long-lasting wear. These highly pigmented products offer full coverage and an 8+ hour smudge-resistant finish, ensuring your matte look stays flawless throughout the day. </p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lipsticks,Makeup,"",true,Color,100-posie-k,product.metafields.shopify.color-pattern,,,,,,,,1.1,shopify,deny,manual,35.00,26.50,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_43.png?v=1758502443,1,"",false,,,,,100-posie-k,,matte,,,,,,,,,,,,,smoothing; coloring,,easy-to-apply; buildable-coverage; high-pigmentation; long-lasting,,,,,,,,,,,,,,,,,,smooth; creamy; velvety,,g,,9.00,active
jeffree-star-cosmetics-velour-lip-liner-copy-2,Ultra Suede Sculpting Lip Pencil,"<p>The Ultra Suede Sculpting Lip Pencil defines and shapes lips with a smooth, creamy matte formula that feels comfortable all day. Its lip-lock technology prevents feathering, keeping your look precise and long-lasting. A built-in brush blends color seamlessly for a polished, sophisticated finish.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip Liners,Makeup,"",false,Color,rich-mauve,product.metafields.shopify.color-pattern,,,,,,,,0.85048569375,shopify,deny,manual,0.00,20.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_41.png?v=1758500613,1,"",false,,,,,rich-mauve; rosewood-glow,,satin,,,,,,,,,,,,fixed,,,easy-to-apply; long-lasting; nourishing,,,,,,hydrating; coloring,cruelty-free; vegan,,,,,,,,,,,smooth; soft,,oz,,6.00,draft
jeffree-star-cosmetics-velour-lip-liner-copy-2,,,,,,,,,rosewood-glow,,,,,,,,,0.85048569375,shopify,deny,manual,0.00,20.00,true,true,,,,,'810050385763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,6.00,
yara-eau-de-parfum-1,Amber Bloom Eau de Parfum (Mini),"<p>A radiant floral-vanilla scent that lingers softly yet confidently. This travel-size perfume combines notes of creamy amber, jasmine petals, and warm vanilla for a balance of sweetness and sophistication. Perfect for on-the-go elegance, it’s a refined addition to any fragrance collection and made for those who love a touch of everyday luxury.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Fragrance,"",true,Scent,pink,product.metafields.shopify.scent,,,,,,,,33.4524372875,shopify,deny,manual,12.99,10.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_12.png?v=1759534291,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,formal; everyday; special-occasion,,,,,,pink; candy,summer; spring; fall,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_37.png?v=1759534291,oz,,5.00,active
yara-eau-de-parfum-1,,,,,,,,,candy,,,,,,,,,33.4524372875,shopify,deny,manual,12.99,10.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_37.png?v=1759534291,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_12.png?v=1759534291,oz,,5.00,
charlotte-tilbury-hollywood-glow-glide-face-architect-highlighter,Glow Face Highlighter,"<p>The Glow Face Highlighter delivers a sophisticated, sparkling champagne glow that enhances and lifts the skin for a youthful radiance. Its skin-gilding, high-pigment powder formula creates a flattering, multi-dimensional luminosity. Featuring innovative Light Flex Technology, it sculpts, illuminates, and lifts key areas including cheeks, eyes, lips, nose, jaw, and brows—elevating your complexion with subtle elegance and refined brilliance.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Highlighters & Luminizers,Makeup,"",true,Makeup shade,moonlight,product.metafields.shopify.makeup-color-shade,,,,,,,,7.0,shopify,deny,manual,0.00,49.00,true,true,,,,,'5056446611190,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_35.png?v=1758496563,1,"",false,,,,,,,radiant; shimmer; luminous,,case; pan,,,,,,,,,,,,moonlight; rose-gold-glow,high-pigmentation; long-lasting; easy-to-apply; buildable-coverage,,,,,,,,pressed-powder; highlighter,,,,,,,,all-skin-types,,,,g,,,active
charlotte-tilbury-hollywood-glow-glide-face-architect-highlighter,,,,,,,,,rose-gold-glow,,,,,,,,,7.0,shopify,deny,manual,0.00,49.00,true,true,,,,,'505644610636,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_36.png?v=1758496763,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
charlotte-tilbury-hollywood-glow-glide-face-architect-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_89.png?v=1758745253,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
youth-foria-byo-blush,Pop Your Flush,"<p>A revolutionary blush oil that adapts to your skin’s unique pH, delivering a personalized, natural flush every time. Lightweight and nourishing, it blends effortlessly to enhance your complexion with a fresh, radiant glow that lasts all day. Experience the perfect pop of color tailored just for you.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Blushes & Bronzers,Makeup,"",true,Color,chemical-reaction,product.metafields.shopify.color-pattern,,,,,,,,5.95339985625,shopify,deny,manual,0.00,36.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_29.png?v=1758493013,1,"",false,,,,,chemical-reaction,,luminous; radiant; natural,,stick,,,,,,,,,,,,,long-lasting; nourishing; easy-to-apply; buildable-coverage,,,,,,coloring; radiant; natural,,stick; oil,,,,,,,,all-skin-types,,,,oz,,6.00,active
